연령대,총_주중_이용시간,총_주말_이용시간,평균_주중_빈도,평균_주말_빈도,편중_HHI_주중,편중_HHI_주말,B1,C1,is_outlier_3-5세,is_outlier_6-8세,is_outlier_9-11세,cluster_3-5세,dist_3-5세,margin_3-5세,cluster_6-8세,dist_6-8세,margin_6-8세,cluster_9-11세,dist_9-11세,margin_9-11세
3-5세,150,120,2.5,0.5,0.6800000000000002,1.0,5,9,0.0,,,1.0,1.3238458336683963,0.7006526215363544,,,,,,
3-5세,240,420,1.25,0.75,1.0,0.7551020408163265,7,7,0.0,,,1.0,1.9746719115140496,0.6523164978310294,,,,,,
3-5세,160,190,2.75,1.25,0.4609375,0.5013850415512465,6,6,0.0,,,2.0,0.7228499686092057,1.465721861122876,,,,,,
3-5세,150,150,2.25,1.0,0.6800000000000002,0.6800000000000002,4,3,0.0,,,2.0,1.1528060519689152,0.2845372151091379,,,,,,
3-5세,240,360,1.25,1.0,0.5,0.5555555555555556,5,7,0.0,,,2.0,1.3067862100480105,1.128800836625434,,,,,,
3-5세,240,480,1.0,1.0,0.5,0.5,3,4,0.0,,,2.0,1.9750055282422183,1.143650304465769,,,,,,
3-5세,40,60,1.25,0.5,1.0,1.0,4,7,0.0,,,1.0,0.8491981134983957,2.0541157520480855,,,,,,
3-5세,240,420,3.0,1.0,0.375,0.510204081632653,4,8,0.0,,,2.0,1.2080340922563586,1.960980035300424,,,,,,
3-5세,120,180,1.25,0.5,1.0,1.0,5,7,0.0,,,1.0,0.8790503513907584,1.4138859606816883,,,,,,
3-5세,0,120,0.0,0.5,0.0,1.0,6,8,0.0,,,1.0,1.6867735305899787,1.6684793301648768,,,,,,
3-5세,120,0,1.25,0.0,1.0,0.0,5,7,0.0,,,1.0,2.0431849793010266,1.4555966733537056,,,,,,
3-5세,210,240,1.25,0.5,1.0,1.0,3,7,0.0,,,1.0,1.5579229309117741,0.5645395272163809,,,,,,
3-5세,20,60,1.25,0.5,1.0,1.0,3,3,0.0,,,1.0,0.9241185906762285,2.055860868635635,,,,,,
3-5세,210,210,2.75,1.0,0.4285714285714285,0.4285714285714285,4,7,0.0,,,2.0,0.6275889798686586,1.5448479671732196,,,,,,
3-5세,60,60,0.5,0.25,1.0,1.0,3,6,0.0,,,1.0,1.109909804438916,2.2375122316774343,,,,,,
3-5세,35,30,1.5,0.5,0.7551020408163265,1.0,3,8,0.0,,,1.0,0.9067639300163596,1.9831771420874351,,,,,,
3-5세,210,330,3.75,1.5,0.4285714285714285,0.4380165289256198,7,8,0.0,,,2.0,1.2550688581941882,2.22356532761386,,,,,,
3-5세,110,180,2.5,0.5,0.4049586776859503,0.5555555555555556,1,3,0.0,,,2.0,1.353699099628479,0.29043434492822495,,,,,,
3-5세,420,720,3.75,1.5,0.346938775510204,0.3333333333333333,3,8,0.0,,,0.0,1.9854883034241555,1.9052692396444508,,,,,,
3-5세,120,300,2.5,1.0,0.5,0.52,5,5,0.0,,,2.0,0.7016150083240117,1.3348292398590926,,,,,,
3-5세,240,360,2.5,1.0,0.5,0.5,5,6,0.0,,,2.0,0.7793366589606803,1.9007369357945791,,,,,,
3-5세,60,180,0.75,1.25,1.0,0.3333333333333333,3,7,0.0,,,2.0,1.7828916023922101,0.36470852557497446,,,,,,
3-5세,170,220,2.75,1.5,0.5570934256055364,0.4049586776859503,4,7,0.0,,,2.0,0.8598952563550004,1.775455658881745,,,,,,
3-5세,25,25,0.5,0.5,0.6800000000000002,0.6800000000000002,7,8,0.0,,,1.0,0.9628902678182533,2.1720067642634824,,,,,,
3-5세,240,240,2.5,1.0,0.5,0.625,2,5,0.0,,,2.0,0.6237586080870078,1.5643317344312146,,,,,,
3-5세,180,120,1.75,0.5,0.5,1.0,5,6,0.0,,,1.0,1.137481123159115,0.9351023523127742,,,,,,
3-5세,250,370,2.75,1.25,0.5776,0.6844411979547116,2,2,0.0,,,2.0,0.9407603364862556,2.0655356740833337,,,,,,
3-5세,120,60,0.75,0.25,1.0,1.0,8,8,0.0,,,1.0,1.0799441775365495,2.040144427390553,,,,,,
3-5세,90,180,1.25,0.5,1.0,1.0,4,5,0.0,,,1.0,0.8121059787838607,1.5588908991747872,,,,,,
3-5세,90,130,2.0,1.0,0.4074074074074074,0.3609467455621302,4,5,0.0,,,2.0,1.4530332792468093,0.029363696930091,,,,,,
3-5세,540,300,2.5,0.5,0.5246913580246915,0.5,5,5,0.0,,,2.0,3.1844911539421576,0.9963511167289876,,,,,,
3-5세,240,240,2.0,0.75,0.625,0.625,3,3,0.0,,,2.0,1.0929232699417735,0.7261192022868688,,,,,,
3-5세,8,220,0.75,0.75,0.53125,0.5041322314049586,8,8,0.0,,,2.0,1.2044365598549376,1.0913940613038309,,,,,,
3-5세,60,180,1.25,0.5,1.0,1.0,3,9,0.0,,,1.0,0.819330654420283,1.6526514368091252,,,,,,
3-5세,60,180,1.25,0.75,1.0,0.5555555555555556,7,8,0.0,,,1.0,0.8759082290606516,1.1659086770538307,,,,,,
3-5세,75,60,1.25,0.25,0.6800000000000002,1.0,6,8,0.0,,,1.0,0.8505926399731734,2.1026458377795136,,,,,,
3-5세,40,360,2.25,1.0,0.5,0.7222222222222223,2,6,0.0,,,2.0,1.5183251160083828,0.6831596000077647,,,,,,
3-5세,90,120,1.25,1.0,0.5555555555555556,0.625,2,5,0.0,,,2.0,0.9949457181241287,0.8066431465612308,,,,,,
3-5세,90,150,2.5,1.0,0.5555555555555556,0.52,5,4,0.0,,,2.0,1.2904387877866186,0.2384774399741334,,,,,,
3-5세,300,360,2.5,1.0,0.52,0.5,5,8,0.0,,,2.0,1.12102840320401,1.8391329655949074,,,,,,
3-5세,30,0,0.25,0.0,1.0,0.0,3,6,1.0,,,1.0,2.172131038113977,1.830024915085822,,,,,,
3-5세,60,240,0.75,1.0,1.0,0.5,5,5,0.0,,,1.0,1.478203817096018,0.5658422976991304,,,,,,
3-5세,240,300,1.5,1.5,0.375,0.44,6,9,0.0,,,2.0,1.1888368215897427,1.6287692661097988,,,,,,
3-5세,240,210,2.25,0.75,0.625,0.7551020408163265,3,4,0.0,,,2.0,1.1816056111784965,0.6177296290864567,,,,,,
3-5세,60,80,0.75,0.75,1.0,0.625,6,7,0.0,,,1.0,0.8116766982877631,1.7790633780498117,,,,,,
3-5세,120,120,1.5,0.5,0.5,0.5,2,8,0.0,,,2.0,0.7404493079982988,1.2719271768633402,,,,,,
3-5세,60,1200,1.25,0.25,1.0,1.0,6,7,1.0,,,1.0,6.411869637458572,0.7051104643442274,,,,,,
3-5세,360,600,2.5,1.0,0.5555555555555556,0.52,2,2,0.0,,,0.0,2.717788182378603,0.21443911809286753,,,,,,
3-5세,120,420,1.25,1.0,1.0,0.5918367346938775,7,8,0.0,,,1.0,1.8272638147512898,0.6140791310107803,,,,,,
3-5세,200,200,0.75,0.5,1.0,1.0,3,6,0.0,,,1.0,1.388262358597152,1.0022296357320841,,,,,,
3-5세,90,120,1.25,0.5,0.5555555555555556,1.0,4,9,0.0,,,1.0,0.546340224859954,1.840987016000374,,,,,,
3-5세,180,660,1.25,1.0,1.0,0.5041322314049586,2,6,0.0,,,2.0,3.0643295725039956,1.061893297179759,,,,,,
3-5세,210,210,2.25,0.5,0.5918367346938775,1.0,5,6,0.0,,,1.0,1.637144311228358,0.08113532227434206,,,,,,
3-5세,60,60,2.5,1.0,0.5,0.5,1,1,0.0,,,2.0,1.598356461161058,0.33019026543426455,,,,,,
3-5세,90,180,2.0,0.5,0.5555555555555556,0.5555555555555556,8,1,0.0,,,2.0,0.9367971950077456,0.8375870209109617,,,,,,
3-5세,0,540,0.0,1.5,0.0,0.4074074074074074,7,9,1.0,,,2.0,3.378377430483784,0.6006776330217232,,,,,,
3-5세,120,120,1.5,1.0,0.5,0.5,4,5,0.0,,,2.0,1.1808552086809847,0.37783951662420523,,,,,,
3-5세,150,180,0.75,0.75,0.52,0.5555555555555556,2,8,0.0,,,2.0,1.034645955978386,0.7987094824131404,,,,,,
3-5세,180,180,2.25,1.0,0.5555555555555556,0.5555555555555556,4,4,0.0,,,2.0,0.8209499535421955,0.8377651765622532,,,,,,
3-5세,300,360,3.75,0.75,0.44,0.5,3,5,0.0,,,2.0,1.6535276859835846,1.7160294433822476,,,,,,
3-5세,240,180,1.5,0.5,0.625,1.0,3,5,0.0,,,1.0,1.5296742303738156,0.47352651434591797,,,,,,
3-5세,120,120,2.5,1.0,0.5,0.5,4,9,0.0,,,2.0,1.3118528187730492,0.2649256812899985,,,,,,
3-5세,300,90,2.5,1.0,0.52,0.5555555555555556,6,9,0.0,,,2.0,1.6447825988702607,0.7472772771370559,,,,,,
3-5세,240,480,2.5,0.5,0.625,0.5,4,4,0.0,,,2.0,2.00723077580207,1.1451867532287734,,,,,,
3-5세,80,80,2.25,1.0,0.34375,0.40625,3,3,0.0,,,2.0,1.5747014212980908,0.18391893398691428,,,,,,
3-5세,0,60,0.0,0.25,0.0,1.0,5,5,0.0,,,1.0,1.8281323141675847,1.9085751703793108,,,,,,
3-5세,380,330,4.25,1.75,0.3019390581717451,0.371900826446281,5,8,0.0,,,0.0,2.446643494626844,1.7071198866131652,,,,,,
3-5세,180,240,2.5,1.0,0.5555555555555556,0.625,3,4,0.0,,,2.0,0.5044292962966316,1.4012156836190846,,,,,,
3-5세,1020,540,2.75,1.0,0.4463667820069204,0.654320987654321,5,8,1.0,,,0.0,3.8403055845282146,3.3230157269977973,,,,,,
3-5세,60,300,1.0,1.25,0.5,0.44,5,6,0.0,,,2.0,1.6832891388514017,0.3688090840764606,,,,,,
3-5세,100,181,2.0,0.75,0.44,0.3333536827325173,7,4,0.0,,,2.0,1.2980500611353403,0.11814553719550402,,,,,,
3-5세,130,180,3.25,1.0,0.3609467455621302,0.5555555555555556,4,4,0.0,,,2.0,1.1024637552930492,1.026536537855896,,,,,,
3-5세,300,360,3.0,1.5,0.44,0.3333333333333333,8,8,0.0,,,0.0,1.3597838236275892,2.262312339410146,,,,,,
3-5세,70,30,2.5,0.5,0.510204081632653,1.0,4,9,0.0,,,1.0,1.376005183418072,1.2259327936385969,,,,,,
3-5세,600,660,2.75,2.0,0.3400000000000001,0.256198347107438,4,6,1.0,,,0.0,1.6383690680123677,3.0677512727557708,,,,,,
3-5세,60,240,1.25,0.5,1.0,0.625,3,8,0.0,,,1.0,1.0398713168954017,1.1661917282245895,,,,,,
3-5세,180,180,1.5,0.5,0.5,0.5,3,4,0.0,,,2.0,1.1606460174473712,0.5477659343549037,,,,,,
3-5세,60,60,0.75,0.25,1.0,1.0,2,3,0.0,,,1.0,1.0319169673901325,2.2220177939003385,,,,,,
3-5세,65,60,1.5,0.5,0.8579881656804735,1.0,2,1,0.0,,,1.0,0.7331185278352941,1.955057837689347,,,,,,
3-5세,30,60,0.5,0.5,1.0,1.0,4,4,0.0,,,1.0,1.020668064339644,2.1823365589604324,,,,,,
3-5세,60,120,0.75,0.5,1.0,1.0,6,7,0.0,,,1.0,0.75365098884225,2.0539868733595927,,,,,,
3-5세,50,120,1.25,0.5,1.0,1.0,3,5,0.0,,,1.0,0.7110570756196736,1.949646875740659,,,,,,
3-5세,660,780,2.5,1.25,0.5041322314049586,0.4319526627218935,6,5,0.0,,,0.0,0.7195944397792365,4.585287237354547,,,,,,
3-5세,150,170,0.25,0.25,1.0,1.0,3,5,0.0,,,1.0,1.3370277401950237,1.661514465384765,,,,,,
3-5세,90,110,1.25,0.75,1.0,0.7024793388429753,1,7,0.0,,,1.0,0.6602382966451855,1.5224586473399384,,,,,,
3-5세,240,660,1.25,1.0,1.0,0.5371900826446281,3,4,0.0,,,2.0,3.0893448699092554,0.9172166013397858,,,,,,
3-5세,90,90,1.25,0.5,1.0,1.0,5,5,0.0,,,1.0,0.7079268473342095,1.92383208630077,,,,,,
3-5세,210,150,1.5,0.5,0.5918367346938775,1.0,5,3,0.0,,,1.0,1.265030538964074,0.7838933719159005,,,,,,
3-5세,120,120,0.5,0.5,0.5,0.5,7,8,0.0,,,1.0,0.8581688431323392,1.5991122855534923,,,,,,
3-5세,40,55,2.5,1.5,0.625,0.371900826446281,4,7,0.0,,,2.0,2.1691001499540694,0.2159017997056476,,,,,,
3-5세,360,270,1.5,0.75,0.7222222222222223,0.8024691358024691,5,8,0.0,,,1.0,1.9511701800237455,0.6907005784936064,,,,,,
3-5세,60,120,0.75,0.5,1.0,1.0,4,4,0.0,,,1.0,0.75365098884225,2.0539868733595927,,,,,,
3-5세,60,120,0.75,0.5,1.0,1.0,4,4,0.0,,,1.0,0.75365098884225,2.0539868733595927,,,,,,
3-5세,120,180,1.25,1.0,1.0,0.5555555555555556,3,3,0.0,,,1.0,1.2416597552552548,0.4184043443780867,,,,,,
3-5세,60,300,1.25,0.5,1.0,1.0,3,3,0.0,,,1.0,1.4724666175458696,0.9059862183195058,,,,,,
3-5세,65,145,1.5,1.0,0.8579881656804735,0.7051129607609988,5,5,0.0,,,1.0,1.0238744825919577,0.8079285364024091,,,,,,
3-5세,180,240,2.0,1.0,0.7222222222222223,0.625,5,5,0.0,,,2.0,0.7653874469901072,0.9261988985601923,,,,,,
3-5세,60,0,0.5,0.0,1.0,0.0,8,9,0.0,,,1.0,2.081902855524206,1.7529426632053915,,,,,,
3-5세,90,150,1.5,0.5,0.5555555555555556,0.6800000000000002,5,8,0.0,,,1.0,0.4812768210039243,1.5474033679681263,,,,,,
3-5세,0,300,0.0,0.25,0.0,1.0,3,4,0.0,,,1.0,2.2059896736000595,1.1978728289286487,,,,,,
3-5세,120,180,2.0,1.0,0.5,0.5555555555555556,2,4,0.0,,,2.0,1.0733147841342587,0.30210732880709257,,,,,,
3-5세,90,150,2.25,0.75,0.5555555555555556,0.6800000000000002,2,5,0.0,,,2.0,1.0505060029845694,0.49999385275040353,,,,,,
3-5세,120,360,2.0,0.75,0.5,0.5,3,3,0.0,,,2.0,1.2521954055289037,0.7728868755195792,,,,,,
3-5세,130,360,2.5,0.5,0.8579881656804735,1.0,4,9,0.0,,,1.0,1.8996537598198826,0.2522366312515556,,,,,,
3-5세,390,270,2.25,0.75,0.2781065088757397,0.5555555555555556,5,7,0.0,,,2.0,1.887666338343977,1.2020444122134781,,,,,,
3-5세,120,120,0.75,0.25,1.0,1.0,2,4,0.0,,,1.0,0.9981681666499996,1.932660516878899,,,,,,
3-5세,360,360,2.25,1.5,0.3888888888888889,0.3888888888888889,5,6,0.0,,,0.0,1.7024469918326015,2.0035368735437604,,,,,,
3-5세,240,180,2.0,0.75,0.375,0.5555555555555556,3,4,0.0,,,2.0,1.240737442728228,0.5216747069429402,,,,,,
3-5세,240,300,0.75,1.0,0.625,0.52,6,8,0.0,,,2.0,1.5546840151925974,0.6085190723167493,,,,,,
3-5세,20,20,1.25,0.5,1.0,1.0,3,8,0.0,,,1.0,1.0822984619507359,2.055825706642209,,,,,,
3-5세,30,61,1.0,0.75,1.0,0.4840096748185971,5,6,0.0,,,1.0,0.99617235878411,1.6733404051113498,,,,,,
3-5세,50,60,1.0,0.75,0.52,0.3888888888888889,7,8,0.0,,,2.0,0.984687556786997,1.4749872377763182,,,,,,
3-5세,60,90,2.5,1.5,0.5,0.3333333333333333,4,4,0.0,,,2.0,1.8879276062486854,0.49016031153257744,,,,,,
3-5세,150,180,2.0,0.5,0.6800000000000002,1.0,3,3,0.0,,,1.0,1.1153785389808148,0.759462925726917,,,,,,
3-5세,120,180,3.75,1.5,0.375,0.3333333333333333,3,4,0.0,,,2.0,1.5344464279550283,1.5092984419210946,,,,,,
3-5세,180,180,2.5,1.0,0.5555555555555556,0.5555555555555556,6,7,0.0,,,2.0,0.7853763232222348,0.98783791550794,,,,,,
3-5세,0,240,0.0,0.5,0.0,1.0,5,5,0.0,,,1.0,1.8993067905059906,1.2739203231954144,,,,,,
3-5세,122,122,3.0,1.5,0.4838753023380812,0.4838753023380812,2,2,0.0,,,2.0,1.4745124104752851,1.059045018607573,,,,,,
3-5세,31,61,1.0,0.5,0.9375650364203956,0.9677506046761624,2,9,0.0,,,1.0,0.7976740060544014,2.1667251277490305,,,,,,
3-5세,90,120,2.0,0.5,0.5555555555555556,1.0,6,7,0.0,,,1.0,0.870256400202878,1.3224366434138561,,,,,,
3-5세,180,180,2.5,1.5,0.3333333333333333,0.3333333333333333,6,7,0.0,,,2.0,1.056945836585818,1.547161933015684,,,,,,
3-5세,60,60,0.5,0.5,1.0,1.0,3,9,0.0,,,1.0,0.9513026316932791,2.1543646642050436,,,,,,
3-5세,60,60,0.5,0.25,1.0,1.0,9,9,0.0,,,1.0,1.109909804438916,2.2375122316774343,,,,,,
3-5세,60,60,2.5,0.5,0.5,0.5555555555555556,3,6,0.0,,,2.0,1.2738302820197909,1.0400479844084072,,,,,,
3-5세,0,120,0.0,0.5,0.0,1.0,3,9,0.0,,,1.0,1.6867735305899787,1.6684793301648768,,,,,,
3-5세,210,180,2.5,1.0,0.510204081632653,0.5555555555555556,5,5,0.0,,,2.0,0.7851778699254325,1.1321136932187428,,,,,,
3-5세,60,180,1.75,1.0,0.5,0.5555555555555556,4,8,0.0,,,2.0,1.2479608712466066,0.24277250904731895,,,,,,
3-5세,120,120,1.25,0.5,1.0,1.0,2,5,0.0,,,1.0,0.7585000456073675,1.6982063110508907,,,,,,
3-5세,0,0,0.0,0.0,0.0,0.0,3,5,1.0,,,2.0,2.538599512320512,1.6403702996920053,,,,,,
3-5세,0,0,0.0,0.0,0.0,0.0,4,6,1.0,,,2.0,2.538599512320512,1.6403702996920053,,,,,,
3-5세,120,120,1.25,0.5,1.0,1.0,8,6,0.0,,,1.0,0.7585000456073675,1.6982063110508907,,,,,,
3-5세,180,180,2.75,1.25,0.3333333333333333,0.3333333333333333,1,3,0.0,,,2.0,0.8366938385085494,1.5257737710514208,,,,,,
3-5세,120,120,2.5,1.0,0.5,0.5,4,9,0.0,,,2.0,1.3118528187730492,0.2649256812899985,,,,,,
3-5세,60,60,2.5,0.5,0.5,0.5,2,4,0.0,,,2.0,1.307130265421717,1.0035887453607275,,,,,,
3-5세,30,1,1.25,0.5,1.0,1.0,3,6,0.0,,,1.0,1.1427788730946506,2.0403224227164416,,,,,,
3-5세,30,30,0.75,0.25,1.0,1.0,8,9,0.0,,,1.0,1.1934673011714974,2.257983678060956,,,,,,
3-5세,60,0,0.5,0.0,1.0,0.0,3,4,0.0,,,1.0,2.081902855524206,1.7529426632053915,,,,,,
3-5세,80,241,1.0,0.75,0.625,0.9917356794821026,4,3,0.0,,,1.0,1.088341218115188,0.9274674275291153,,,,,,
3-5세,120,270,0.5,0.75,1.0,0.8024691358024691,6,8,0.0,,,1.0,1.410566017774267,0.7737534024887116,,,,,,
3-5세,30,120,1.25,0.5,1.0,1.0,6,9,0.0,,,1.0,0.7814615285957517,1.9576284507683588,,,,,,
3-5세,150,120,1.25,0.25,1.0,1.0,2,6,0.0,,,1.0,1.0679226543215457,1.6443460996629784,,,,,,
3-5세,0,120,0.0,0.5,0.0,1.0,3,9,0.0,,,1.0,1.6867735305899787,1.6684793301648768,,,,,,
3-5세,20,60,0.25,0.25,1.0,1.0,8,8,0.0,,,1.0,1.2996564285088696,2.2709057039230798,,,,,,
3-5세,30,90,0.25,0.5,1.0,1.0,3,8,0.0,,,1.0,1.0760679382720426,2.1391871124941444,,,,,,
3-5세,190,190,2.75,1.25,0.5013850415512465,0.5013850415512465,4,6,0.0,,,2.0,0.6699235053131767,1.5982447939965072,,,,,,
3-5세,70,70,0.75,0.5,0.7551020408163265,0.7551020408163265,3,5,0.0,,,1.0,0.48268792695317075,2.249077869653874,,,,,,
3-5세,60,240,1.25,1.0,1.0,0.59375,5,7,0.0,,,1.0,1.3993858631006968,0.39527733716908275,,,,,,
3-5세,30,120,0.5,0.25,1.0,1.0,2,4,0.0,,,1.0,1.0948728861398642,2.1722523672819243,,,,,,
3-5세,120,240,1.5,1.0,0.5,0.5,4,4,0.0,,,2.0,1.1140815958538801,0.3544484054849404,,,,,,
3-5세,130,190,3.75,1.5,0.4319526627218935,0.5013850415512465,3,8,0.0,,,2.0,1.434459010016709,1.5515482021853997,,,,,,
3-5세,180,360,3.75,1.5,0.3333333333333333,0.3333333333333333,3,3,0.0,,,2.0,1.3791135825379897,2.1905425324993626,,,,,,
3-5세,140,310,1.75,1.0,0.7551020408163265,0.4880332986472425,2,3,0.0,,,2.0,0.9746335857672982,0.8922095330723235,,,,,,
3-5세,120,120,1.25,0.5,1.0,1.0,2,2,0.0,,,1.0,0.7585000456073675,1.6982063110508907,,,,,,
3-5세,60,60,0.75,0.25,0.5,1.0,6,5,0.0,,,1.0,0.9777837735108481,2.1647807545637567,,,,,,
3-5세,0,240,0.0,0.5,0.0,1.0,2,5,0.0,,,1.0,1.8993067905059906,1.2739203231954144,,,,,,
3-5세,120,240,2.5,1.25,0.5,0.46875,5,6,0.0,,,2.0,0.6882283489096229,1.4281715193719338,,,,,,
3-5세,70,45,2.25,0.5,0.4183673469387755,1.0,3,4,0.0,,,1.0,1.2246786225235093,1.3193235772955363,,,,,,
3-5세,90,120,2.5,1.0,0.5555555555555556,0.5,8,8,0.0,,,2.0,1.448192897321764,0.0743665531501232,,,,,,
3-5세,10,10,1.25,0.5,1.0,1.0,8,8,0.0,,,1.0,1.1676840594805018,2.051256193590662,,,,,,
3-5세,35,35,2.0,1.0,0.7551020408163265,0.7551020408163265,6,6,0.0,,,1.0,1.3416750232298493,0.9904089519400288,,,,,,
3-5세,60,150,1.25,0.5,0.5,0.52,4,3,0.0,,,2.0,0.6271228559051333,1.5746741600062935,,,,,,
3-5세,300,300,4.5,2.0,0.28,0.28,5,5,0.0,,,0.0,2.525715435225755,2.1786538939872244,,,,,,
3-5세,120,180,1.5,0.5,0.5,0.5555555555555556,7,8,0.0,,,2.0,0.8122354556519729,1.0006131895075587,,,,,,
3-5세,60,180,1.25,0.5,1.0,1.0,3,8,0.0,,,1.0,0.819330654420283,1.6526514368091252,,,,,,
3-5세,210,360,5.0,2.0,0.3877551020408163,0.3333333333333333,5,5,0.0,,,0.0,2.6776287047634,2.132624329798645,,,,,,
3-5세,0,185,0.0,0.75,0.0,0.5266617969320673,3,4,0.0,,,2.0,1.792653137804951,1.119340095533532,,,,,,
3-5세,330,330,3.25,1.0,0.371900826446281,0.5041322314049586,3,4,0.0,,,2.0,1.3789914283155857,1.9253560133656658,,,,,,
3-5세,360,600,3.75,1.5,0.3888888888888889,0.38,2,3,0.0,,,0.0,2.7782314698753963,0.17678727535050553,,,,,,
3-5세,0,450,0.0,1.5,0.0,0.5733333333333333,3,8,1.0,,,2.0,3.0680217250382404,0.4060234554686968,,,,,,
3-5세,300,600,3.25,1.0,0.3600000000000001,0.52,2,2,0.0,,,0.0,2.564997397848471,0.7301165564609278,,,,,,
3-5세,120,120,2.0,0.75,0.375,0.5,7,8,0.0,,,2.0,1.1365657612257403,0.44739931560902857,,,,,,
3-5세,320,180,2.0,0.75,0.5078125,0.5555555555555556,7,8,0.0,,,2.0,1.5748318434484447,0.6965528002692201,,,,,,
3-5세,120,180,0.5,0.5,0.5,0.5555555555555556,3,6,0.0,,,1.0,0.9208230128673512,1.3759119824745532,,,,,,
3-5세,240,240,2.5,1.0,0.5,0.5,3,3,0.0,,,2.0,0.5712524112612982,1.6538869949870274,,,,,,
3-5세,120,120,1.0,0.75,0.5,0.5,7,7,0.0,,,2.0,0.8095902627848576,1.1458840776361225,,,,,,
3-5세,30,80,1.25,1.0,1.0,0.625,5,4,0.0,,,1.0,1.172428374491405,1.2299980568192899,,,,,,
3-5세,210,270,3.75,1.0,0.4285714285714285,0.5061728395061729,4,7,0.0,,,2.0,1.0230411370900443,1.8066951176473403,,,,,,
3-5세,120,180,1.25,0.5,1.0,1.0,6,9,0.0,,,1.0,0.8790503513907584,1.4138859606816883,,,,,,
3-5세,1080,1440,4.75,2.0,0.2777777777777778,0.25,4,3,1.0,,,0.0,6.105218702029469,5.29548911834489,,,,,,
3-5세,300,540,2.0,1.0,0.6800000000000002,0.5555555555555556,5,8,0.0,,,2.0,2.1771841092681363,1.473204677823031,,,,,,
3-5세,60,30,2.0,0.25,0.5,1.0,6,8,0.0,,,1.0,1.2423970165019087,1.7072386719585153,,,,,,
3-5세,70,120,2.25,1.0,0.3877551020408163,0.625,3,6,0.0,,,2.0,1.4044040716068833,0.19039909431162294,,,,,,
3-5세,60,90,1.25,0.5,1.0,1.0,6,9,0.0,,,1.0,0.7162031985915938,2.0068877563411984,,,,,,
3-5세,150,240,1.25,0.5,1.0,1.0,2,4,0.0,,,1.0,1.255267724293621,0.8913541367480335,,,,,,
3-5세,150,270,3.0,1.5,0.3600000000000001,0.3580246913580246,2,2,0.0,,,2.0,0.9133247862381302,1.9689165749361115,,,,,,
3-5세,140,180,3.0,1.0,0.3877551020408163,0.5555555555555556,6,7,0.0,,,2.0,0.9677237347208345,1.0147850909600773,,,,,,
3-5세,270,660,3.5,1.5,0.3086419753086419,0.3553719008264462,6,8,0.0,,,0.0,3.0163326736998246,0.24010203365489158,,,,,,
3-5세,240,240,2.0,1.0,0.5,0.5,7,8,0.0,,,2.0,0.7215365767981279,1.338885629945704,,,,,,
3-5세,30,60,0.75,0.25,1.0,1.0,5,9,0.0,,,1.0,1.0961930615014515,2.2507698445977096,,,,,,
3-5세,250,420,2.75,1.0,0.4624,0.5918367346938775,3,3,0.0,,,2.0,1.196527882791526,1.8809253446477487,,,,,,
3-5세,480,780,2.25,1.5,0.34375,0.3491124260355029,5,5,0.0,,,0.0,1.5466056706923106,2.8476717002606153,,,,,,
3-5세,30,30,1.75,1.0,0.5555555555555556,0.5555555555555556,3,7,0.0,,,2.0,1.354481703675712,0.9868831440399959,,,,,,
3-5세,340,220,3.5,1.5,0.2543252595155709,0.2603305785123966,4,4,0.0,,,0.0,1.7482698787837008,1.985932069450073,,,,,,
3-5세,120,120,1.0,1.0,0.5,0.5,1,6,0.0,,,2.0,1.1526115202760125,0.6539916350904156,,,,,,
3-5세,270,150,1.25,0.5,1.0,1.0,1,8,0.0,,,1.0,1.7519059763311997,0.6261640056793141,,,,,,
3-5세,220,360,2.25,0.75,0.3925619834710743,0.7222222222222223,2,1,0.0,,,2.0,1.1531513129614506,1.219870492012636,,,,,,
3-5세,140,260,1.75,1.25,0.7448979591836734,0.4319526627218935,4,7,0.0,,,2.0,0.9198666625267888,1.0589209038749698,,,,,,
3-5세,140,360,2.0,1.0,0.7448979591836734,0.5,6,7,0.0,,,2.0,1.007107608924927,1.1844502755950712,,,,,,
3-5세,60,60,1.25,0.5,1.0,1.0,7,6,0.0,,,1.0,0.8023934557688049,2.0319919769809176,,,,,,
3-5세,60,130,1.25,0.75,1.0,0.8579881656804735,3,4,0.0,,,1.0,0.6941953544177648,1.5957453850912333,,,,,,
3-5세,30,130,0.75,1.0,1.0,0.5384615384615384,3,8,0.0,,,1.0,1.2269226634838046,1.188288669724231,,,,,,
3-5세,420,300,3.75,1.5,0.346938775510204,0.3600000000000001,4,5,0.0,,,0.0,2.26453963514223,1.7994312812909912,,,,,,
3-5세,180,270,2.75,1.25,0.3333333333333333,0.3333333333333333,5,5,0.0,,,2.0,0.4712306252411869,2.091217328974632,,,,,,
3-5세,150,180,3.0,1.0,0.44,0.3888888888888889,4,5,0.0,,,2.0,0.9326504173280453,1.131661314819775,,,,,,
3-5세,180,180,2.5,1.0,0.3333333333333333,0.3333333333333333,4,5,0.0,,,2.0,0.8586410027514176,1.1250987557716243,,,,,,
3-5세,240,120,2.5,0.5,0.5,0.5,6,6,0.0,,,2.0,1.7705396442823882,0.05782853256879372,,,,,,
3-5세,120,30,1.5,0.5,0.625,1.0,3,3,0.0,,,1.0,0.9123086980426753,1.7054171793533108,,,,,,
3-5세,90,60,1.25,0.25,0.5555555555555556,1.0,7,7,0.0,,,1.0,0.8918242292653704,2.007243279506878,,,,,,
